,Neighbourhood,Neighbourhood Longitude,Neighbourhood Latitude,Venue,Venue Category,Unnamed: 0
0,West Humber-Clairville,43.7161804033,-79.59635645350001,Starbucks,Coffee Shop,
1,West Humber-Clairville,43.7161804033,-79.59635645350001,Williams Fresh Cafe,Café,
2,West Humber-Clairville,43.7161804033,-79.59635645350001,JJ Cafe,Café,
3,West Humber-Clairville,43.7161804033,-79.59635645350001,Humber Cafe,Café,
4,West Humber-Clairville,43.7161804033,-79.59635645350001,GH Cafe,Café,
5,West Humber-Clairville,43.7161804033,-79.59635645350001,Williams Coffee Pub,Café,
6,West Humber-Clairville,43.7161804033,-79.59635645350001,Tim Hortons,Café,
7,West Humber-Clairville,43.7161804033,-79.59635645350001,Hoofbeats Lounge,Café,
8,West Humber-Clairville,43.7161804033,-79.59635645350001,tim hortons,Café,
9,Mount Olive-Silverstone-Jamestown,43.7468678027,-79.58725926460002,Top Donut,Café,
10,Mount Olive-Silverstone-Jamestown,43.7468678027,-79.58725926460002,Nanas,Café,
11,Mount Olive-Silverstone-Jamestown,43.7468678027,-79.58725926460002,Starbucks,Coffee Shop,
12,Thistletown-Beaumond Heights,43.737987917299996,-79.56349101720001,Panino Cappuccino,Café,
13,Thistletown-Beaumond Heights,43.737987917299996,-79.56349101720001,Nanas,Café,
14,Thistletown-Beaumond Heights,43.737987917299996,-79.56349101720001,Granny's Coffee Shop,Café,
15,Rexdale-Kipling,43.72372547720001,-79.5662284127,Second Cup,Café,
16,Rexdale-Kipling,43.72372547720001,-79.5662284127,Granny's Coffee Shop,Café,
17,Elms-Old Rexdale,43.721518868400004,-79.54898271649999,Watts Cafe,Café,
18,Elms-Old Rexdale,43.721518868400004,-79.54898271649999,Cafe Wi-Fi,Café,
19,Elms-Old Rexdale,43.721518868400004,-79.54898271649999,Second Cup,Café,
20,Elms-Old Rexdale,43.721518868400004,-79.54898271649999,Sky Cafe,Café,
21,Kingsview Village-The Westway,43.69899257220001,-79.5478633059,Starbucks,Coffee Shop,
22,Kingsview Village-The Westway,43.69899257220001,-79.5478633059,Watts Cafe,Café,
23,Kingsview Village-The Westway,43.69899257220001,-79.5478633059,Cafe Wi-Fi,Café,
24,Kingsview Village-The Westway,43.69899257220001,-79.5478633059,Second Cup,Café,
25,Kingsview Village-The Westway,43.69899257220001,-79.5478633059,Sky Cafe,Café,
26,Willowridge-Martingrove-Richview,43.683644963,-79.5542210494,Starbucks,Coffee Shop,
27,Willowridge-Martingrove-Richview,43.683644963,-79.5542210494,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Café,
28,Willowridge-Martingrove-Richview,43.683644963,-79.5542210494,Toast Terminal 3,Café,
29,Willowridge-Martingrove-Richview,43.683644963,-79.5542210494,Timothy's World News Cafe,Café,
30,Humber Heights-Westmount,43.6922328007,-79.5224162029,Zaza Espresso Bar,Café,
31,Humber Heights-Westmount,43.6922328007,-79.5224162029,7-Eleven,Convenience Store,
32,Humber Heights-Westmount,43.6922328007,-79.5224162029,Starbucks,Coffee Shop,
33,Humber Heights-Westmount,43.6922328007,-79.5224162029,Perfect Blend Bakery & Espresso Bar,Café,
34,Humber Heights-Westmount,43.6922328007,-79.5224162029,Westpark Healthcare Cafeteria,Café,
35,Edenbridge-Humber Valley,43.6708859094,-79.5224577643,Java Joe's Village Cafe,Café,
36,Edenbridge-Humber Valley,43.6708859094,-79.5224577643,Zaza Espresso Bar,Café,
37,Edenbridge-Humber Valley,43.6708859094,-79.5224577643,Starbucks,Coffee Shop,
38,Edenbridge-Humber Valley,43.6708859094,-79.5224577643,Malta's Finest,Café,
39,Princess-Rosethorn,43.666050604300004,-79.5445592919,Java Joe's Village Cafe,Café,
40,Princess-Rosethorn,43.666050604300004,-79.5445592919,Starbucks,Coffee Shop,
41,Princess-Rosethorn,43.666050604300004,-79.5445592919,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Café,
42,Princess-Rosethorn,43.666050604300004,-79.5445592919,Timothy's World News Cafe,Café,
45,Eringate-Centennial-West Deane,43.6580167554,-79.5804452375,Delimark Cafe,Café,
46,Eringate-Centennial-West Deane,43.6580167554,-79.5804452375,Cafe Sympatico,Café,
47,Eringate-Centennial-West Deane,43.6580167554,-79.5804452375,Skymark Deli,Deli / Bodega,
48,Eringate-Centennial-West Deane,43.6580167554,-79.5804452375,Le Bistro,Café,
49,Eringate-Centennial-West Deane,43.6580167554,-79.5804452375,K's Cafe,Café,
53,Markland Wood,43.6335417462,-79.57343154739999,Delimark Cafe,Café,
54,Markland Wood,43.6335417462,-79.57343154739999,Cafe Sympatico,Café,
55,Markland Wood,43.6335417462,-79.57343154739999,Lorenzo,Italian Restaurant,
56,Markland Wood,43.6335417462,-79.57343154739999,Cacao,Café,
58,Markland Wood,43.6335417462,-79.57343154739999,Coffe republic,Café,
59,Markland Wood,43.6335417462,-79.57343154739999,Tommy's Cafe,Café,
61,Markland Wood,43.6335417462,-79.57343154739999,La Strada Espresso,Café,
64,Etobicoke West Mall,43.6450626244,-79.5689387722,Yellow Cup Cafe,Café,
66,Etobicoke West Mall,43.6450626244,-79.5689387722,Delimark Cafe,Café,
67,Etobicoke West Mall,43.6450626244,-79.5689387722,Cafe Sympatico,Café,
68,Etobicoke West Mall,43.6450626244,-79.5689387722,Lorenzo,Italian Restaurant,
69,Etobicoke West Mall,43.6450626244,-79.5689387722,Cacao,Café,
70,Etobicoke West Mall,43.6450626244,-79.5689387722,Coffe republic,Café,
71,Etobicoke West Mall,43.6450626244,-79.5689387722,Beans and Cafe,Café,
77,Islington-City Centre West,43.6334633497,-79.5433165354,Yellow Cup Cafe,Café,
79,Islington-City Centre West,43.6334633497,-79.5433165354,Lorenzo,Italian Restaurant,
80,Islington-City Centre West,43.6334633497,-79.5433165354,Cacao,Café,
81,Islington-City Centre West,43.6334633497,-79.5433165354,Ferbel Cafe,Café,
82,Islington-City Centre West,43.6334633497,-79.5433165354,Galata Cafe Ontario,Café,
83,Islington-City Centre West,43.6334633497,-79.5433165354,Galata Turkish Café,Café,
84,Islington-City Centre West,43.6334633497,-79.5433165354,Coffe republic,Café,
85,Islington-City Centre West,43.6334633497,-79.5433165354,Beans and Cafe,Café,
86,Islington-City Centre West,43.6334633497,-79.5433165354,Cafe Nouvelle,Café,
87,Islington-City Centre West,43.6334633497,-79.5433165354,Ferma Cafe,Café,
88,Islington-City Centre West,43.6334633497,-79.5433165354,Caglar Araz,Café,
89,Islington-City Centre West,43.6334633497,-79.5433165354,La Strada Espresso,Café,
91,Islington-City Centre West,43.6334633497,-79.5433165354,Anatolia Fine Foods & Coffee,Café,
92,Islington-City Centre West,43.6334633497,-79.5433165354,Berbician Snack It,Café,
93,Islington-City Centre West,43.6334633497,-79.5433165354,North Shore Pie,Café,
95,Kingsway South,43.6535204276,-79.5105768007,Java Joe's Village Cafe,Café,
99,Kingsway South,43.6535204276,-79.5105768007,kingsway variety,Café,
100,Kingsway South,43.6535204276,-79.5105768007,Golden Gecko Coffee,Café,
102,Kingsway South,43.6535204276,-79.5105768007,Brioche Dorée,Bakery,
103,Kingsway South,43.6535204276,-79.5105768007,Malta's Finest,Café,
105,Kingsway South,43.6535204276,-79.5105768007,Timothy's World Coffee,Café,
107,Kingsway South,43.6535204276,-79.5105768007,Cafe Supreme Clarica,Café,
109,Kingsway South,43.6535204276,-79.5105768007,Coffee Culture Cafe & Eatery,Café,
112,Stonegate-Queensway,43.635518132899996,-79.50112821329998,SanRemo Bakery,Bakery,
115,Stonegate-Queensway,43.635518132899996,-79.50112821329998,Jimmy’s Coffee,Café,
116,Stonegate-Queensway,43.635518132899996,-79.50112821329998,7-Eleven,Convenience Store,
119,Stonegate-Queensway,43.635518132899996,-79.50112821329998,kingsway variety,Café,
120,Stonegate-Queensway,43.635518132899996,-79.50112821329998,Avenue Café + Bistro,Café,
121,Stonegate-Queensway,43.635518132899996,-79.50112821329998,Cafe Deja Vu,Café,
122,Stonegate-Queensway,43.635518132899996,-79.50112821329998,Cafe Supreme Clarica,Café,
123,Stonegate-Queensway,43.635518132899996,-79.50112821329998,Bar Moderno,Café,
124,Stonegate-Queensway,43.635518132899996,-79.50112821329998,Estrada,Café,
127,Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,SanRemo Bakery,Bakery,
128,Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,Birds and Beans Cafe,Café,
129,Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,Jimmy’s Coffee,Café,
130,Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,7-Eleven,Convenience Store,
131,Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,Sense Appeal,Café,
132,Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,Avenue Café + Bistro,Café,
133,Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,The Gallery Studio Cafe,Café,
134,Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,Main Street Cafe & Bar,Café,
135,Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,Nicola,Café,
136,Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,Cafe Deja Vu,Café,
138,Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,Lucky Dice Restaurant,Café,
139,Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,Bar Moderno,Café,
140,Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,margo's,Café,
141,Mimico (includes Humber Bay Shores),43.615923861300004,-79.5001366364,Estrada,Café,
142,New Toronto,43.6005885981,-79.5103580889,Thrive Organic Kitchen & Café,Café,
143,New Toronto,43.6005885981,-79.5103580889,7-Eleven,Convenience Store,
144,New Toronto,43.6005885981,-79.5103580889,Sense Appeal,Café,
145,New Toronto,43.6005885981,-79.5103580889,Bakery and Kaffee House,Café,
146,New Toronto,43.6005885981,-79.5103580889,Chris' Market & Cafe,Café,
147,New Toronto,43.6005885981,-79.5103580889,The Gallery Studio Cafe,Café,
148,New Toronto,43.6005885981,-79.5103580889,Media Buzz Cafe (in F Building),Café,
150,New Toronto,43.6005885981,-79.5103580889,Nicola,Café,
151,New Toronto,43.6005885981,-79.5103580889,Lake Cafe @ Humber College,Café,
153,New Toronto,43.6005885981,-79.5103580889,DeCourses Cafe,Café,
154,New Toronto,43.6005885981,-79.5103580889,Lucky Dice Restaurant,Café,
155,New Toronto,43.6005885981,-79.5103580889,Cold and Hot cafe´,Café,
156,Long Branch,43.592361688500006,-79.5333454492,Fair Grounds Cafe & Roastery,Café,
157,Long Branch,43.592361688500006,-79.5333454492,Thrive Organic Kitchen & Café,Café,
158,Long Branch,43.592361688500006,-79.5333454492,7-Eleven,Convenience Store,
159,Long Branch,43.592361688500006,-79.5333454492,Bakery and Kaffee House,Café,
160,Long Branch,43.592361688500006,-79.5333454492,Europa Cafe,Café,
161,Long Branch,43.592361688500006,-79.5333454492,Roseto Cafe,Café,
162,Long Branch,43.592361688500006,-79.5333454492,Chris' Market & Cafe,Café,
163,Long Branch,43.592361688500006,-79.5333454492,Media Buzz Cafe (in F Building),Café,
165,Long Branch,43.592361688500006,-79.5333454492,Lake Cafe @ Humber College,Café,
167,Long Branch,43.592361688500006,-79.5333454492,DeCourses Cafe,Café,
168,Long Branch,43.592361688500006,-79.5333454492,Cold and Hot cafe´,Café,
171,Alderwood,43.6049368959,-79.5416109273,Fair Grounds Cafe & Roastery,Café,
172,Alderwood,43.6049368959,-79.5416109273,Thrive Organic Kitchen & Café,Café,
173,Alderwood,43.6049368959,-79.5416109273,Panera Bread,Bakery,
174,Alderwood,43.6049368959,-79.5416109273,7-Eleven,Convenience Store,
175,Alderwood,43.6049368959,-79.5416109273,Nordstrom Ebar Artisan Coffee,Café,
176,Alderwood,43.6049368959,-79.5416109273,Ferbel Cafe,Café,
177,Alderwood,43.6049368959,-79.5416109273,Bakery and Kaffee House,Café,
178,Alderwood,43.6049368959,-79.5416109273,Crema,Café,
179,Alderwood,43.6049368959,-79.5416109273,La Crema Café,Coffee Shop,
180,Alderwood,43.6049368959,-79.5416109273,Motorino Café,Café,
181,Alderwood,43.6049368959,-79.5416109273,Europa Cafe,Café,
182,Alderwood,43.6049368959,-79.5416109273,Sidewalk Bistro Cafe,Café,
183,Alderwood,43.6049368959,-79.5416109273,Roseto Cafe,Café,
184,Alderwood,43.6049368959,-79.5416109273,Aroma Espresso Bar,Café,
185,Alderwood,43.6049368959,-79.5416109273,Chris' Market & Cafe,Café,
186,Alderwood,43.6049368959,-79.5416109273,Second Cup,Coffee Shop,
190,Alderwood,43.6049368959,-79.5416109273,Creey's Cafe,Café,
191,Alderwood,43.6049368959,-79.5416109273,DeCourses Cafe,Café,
192,Alderwood,43.6049368959,-79.5416109273,Cold and Hot cafe´,Café,
193,Humber Summit,43.7589197465,-79.55617473630002,Midan,Café,
194,Humber Summit,43.7589197465,-79.55617473630002,Coffee Time,Café,
195,Humber Summit,43.7589197465,-79.55617473630002,Saint Cinnamon,Café,
196,Humbermede,43.7434295175,-79.5423671192,Panino Cappuccino,Café,
197,Pelmo Park-Humberlea,43.7175146009,-79.52828220239999,7-Eleven,Convenience Store,
198,Pelmo Park-Humberlea,43.7175146009,-79.52828220239999,Petite Marche Cafe,Café,
199,Black Creek,43.7648902472,-79.5219793188,Grad Cafe,Café,
200,Black Creek,43.7648902472,-79.5219793188,Midan,Café,
201,Black Creek,43.7648902472,-79.5219793188,Buick Pavilion,Café,
202,Black Creek,43.7648902472,-79.5219793188,The Hive (Seneca),Café,
203,Black Creek,43.7648902472,-79.5219793188,Las Nubes Café,Café,
204,Black Creek,43.7648902472,-79.5219793188,Second Cup,Coffee Shop,
205,Black Creek,43.7648902472,-79.5219793188,Michaelangelos Narnia,Café,
206,Black Creek,43.7648902472,-79.5219793188,Treats,Café,
207,Black Creek,43.7648902472,-79.5219793188,Saint Cinnamon,Café,
208,Black Creek,43.7648902472,-79.5219793188,La Prep,Café,
209,Black Creek,43.7648902472,-79.5219793188,Café Supreme,Café,
210,Black Creek,43.7648902472,-79.5219793188,Commisso Bakery,Tea Room,
211,Black Creek,43.7648902472,-79.5219793188,Et Al,Café,
212,Black Creek,43.7648902472,-79.5219793188,Blumont Bistro,Café,
213,Glenfield-Jane Heights,43.745635749799995,-79.5134653159,Commisso Bakery,Tea Room,
214,Downsview-Roding-CFB,43.7332923453,-79.4904973518,Coffee Time,Café,
215,Downsview-Roding-CFB,43.7332923453,-79.4904973518,Lavazza,Café,
216,Downsview-Roding-CFB,43.7332923453,-79.4904973518,Caffe Baci,Café,
219,York University Heights,43.765736490900004,-79.4888829298,Grad Cafe,Café,
220,York University Heights,43.765736490900004,-79.4888829298,Buick Pavilion,Café,
221,York University Heights,43.765736490900004,-79.4888829298,The Hive (Seneca),Café,
222,York University Heights,43.765736490900004,-79.4888829298,A Taste of Lebanon,Café,
223,York University Heights,43.765736490900004,-79.4888829298,Las Nubes Café,Café,
224,York University Heights,43.765736490900004,-79.4888829298,Second Cup,Coffee Shop,
225,York University Heights,43.765736490900004,-79.4888829298,Michaelangelos Narnia,Café,
226,York University Heights,43.765736490900004,-79.4888829298,Treats,Café,
227,York University Heights,43.765736490900004,-79.4888829298,Antepli. Turkish cafe and restaurant,Café,
228,York University Heights,43.765736490900004,-79.4888829298,Timothy's World Coffee,Coffee Shop,
229,York University Heights,43.765736490900004,-79.4888829298,La Prep,Café,
230,York University Heights,43.765736490900004,-79.4888829298,Jay's Cafe & Bar,Café,
231,York University Heights,43.765736490900004,-79.4888829298,Café Supreme,Café,
232,York University Heights,43.765736490900004,-79.4888829298,Coffee Time,Café,
233,York University Heights,43.765736490900004,-79.4888829298,The Cue Billiards and Cafe,Pool Hall,
235,York University Heights,43.765736490900004,-79.4888829298,Et Al,Café,
236,York University Heights,43.765736490900004,-79.4888829298,Blumont Bistro,Café,
237,Rustic,43.7116091166,-79.4980914696,7-Eleven,Convenience Store,
238,Rustic,43.7116091166,-79.4980914696,Lavazza,Café,
239,Rustic,43.7116091166,-79.4980914696,Petite Marche Cafe,Café,
240,Rustic,43.7116091166,-79.4980914696,Perfect Blend Bakery & Espresso Bar,Café,
241,Rustic,43.7116091166,-79.4980914696,Twisted Fork,Café,
242,Maple Leaf,43.7155739408,-79.48075801739999,Rustico Fine Foods,Café,
243,Maple Leaf,43.7155739408,-79.48075801739999,Coffee Time,Café,
244,Maple Leaf,43.7155739408,-79.48075801739999,Lavazza,Café,
245,Maple Leaf,43.7155739408,-79.48075801739999,The Green Umbrella Cafe,Café,
246,Maple Leaf,43.7155739408,-79.48075801739999,Petite Marche Cafe,Café,
247,Maple Leaf,43.7155739408,-79.48075801739999,Caffe Baci,Café,
248,Maple Leaf,43.7155739408,-79.48075801739999,Twisted Fork,Café,
249,Brookhaven-Amesbury,43.701326305600006,-79.485589259,Starbucks,Coffee Shop,
250,Brookhaven-Amesbury,43.701326305600006,-79.485589259,7-Eleven,Convenience Store,
251,Brookhaven-Amesbury,43.701326305600006,-79.485589259,Rustico Fine Foods,Café,
252,Brookhaven-Amesbury,43.701326305600006,-79.485589259,Office Coffee Solutions,Café,
253,Brookhaven-Amesbury,43.701326305600006,-79.485589259,Twisted Fork,Café,
255,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Second Cup,Café,
257,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Michel's Bakery Café,Bakery,
258,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Venarello's Pasticceria & Cafe,Café,
259,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,espressamente illy,Café,
260,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Rustico Fine Foods,Café,
261,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Fortino's Cafe,Café,
263,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Carole's Cheesecake Cafe,Café,
264,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Tony's Espresso Bar,Café,
265,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,The Green Umbrella Cafe,Café,
266,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Cafe Dolce,Coffee Shop,
267,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Sweet House Coffee,Café,
268,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Café,
269,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Espressamante,Café,
270,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Cranberries,Café,
271,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Dufferin Cafe Variety,Café,
272,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Incontro Cafe,Café,
274,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Cafe Bon Appetit,Café,
275,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Holt's Cafe,Café,
276,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Tea Amore cafe & lounge,Café,
277,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Colette Grand Cafe,Café,
279,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Foodwares Cafe,Café,
280,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Ebar,Café,
281,Yorkdale-Glen Park,43.714671529300006,-79.4571080738,Cafe Plus,Café,
286,Englemount-Lawrence,43.7203446653,-79.43740855,7-Eleven,Convenience Store,
287,Englemount-Lawrence,43.7203446653,-79.43740855,Michel's Bakery Café,Bakery,
288,Englemount-Lawrence,43.7203446653,-79.43740855,Venarello's Pasticceria & Cafe,Café,
289,Englemount-Lawrence,43.7203446653,-79.43740855,espressamente illy,Café,
290,Englemount-Lawrence,43.7203446653,-79.43740855,Fortino's Cafe,Café,
292,Englemount-Lawrence,43.7203446653,-79.43740855,Tony's Espresso Bar,Café,
293,Englemount-Lawrence,43.7203446653,-79.43740855,Auleaf Cafe,Café,
294,Englemount-Lawrence,43.7203446653,-79.43740855,Chat One,Café,
295,Englemount-Lawrence,43.7203446653,-79.43740855,Cafe Dolce,Coffee Shop,
296,Englemount-Lawrence,43.7203446653,-79.43740855,Sweet House Coffee,Café,
297,Englemount-Lawrence,43.7203446653,-79.43740855,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Café,
299,Englemount-Lawrence,43.7203446653,-79.43740855,Pantry,Café,
300,Englemount-Lawrence,43.7203446653,-79.43740855,Espressamante,Café,
301,Englemount-Lawrence,43.7203446653,-79.43740855,Your Neighbourhood Cafe,Café,
302,Englemount-Lawrence,43.7203446653,-79.43740855,Cranberries,Café,
303,Englemount-Lawrence,43.7203446653,-79.43740855,Dufferin Cafe Variety,Café,
304,Englemount-Lawrence,43.7203446653,-79.43740855,Incontro Cafe,Café,
305,Englemount-Lawrence,43.7203446653,-79.43740855,Jewel & Java Café,Café,
307,Englemount-Lawrence,43.7203446653,-79.43740855,Cafe Bon Appetit,Café,
308,Englemount-Lawrence,43.7203446653,-79.43740855,Holt's Cafe,Café,
309,Englemount-Lawrence,43.7203446653,-79.43740855,Tea Amore cafe & lounge,Café,
310,Englemount-Lawrence,43.7203446653,-79.43740855,Colette Grand Cafe,Café,
312,Englemount-Lawrence,43.7203446653,-79.43740855,Foodwares Cafe,Café,
313,Englemount-Lawrence,43.7203446653,-79.43740855,Ebar,Café,
314,Englemount-Lawrence,43.7203446653,-79.43740855,La Boheme Patessarie,Café,
316,Englemount-Lawrence,43.7203446653,-79.43740855,King Cafe,Café,
317,Englemount-Lawrence,43.7203446653,-79.43740855,The Nosh,Restaurant,
318,Englemount-Lawrence,43.7203446653,-79.43740855,Dairy Treats,Restaurant,
319,Englemount-Lawrence,43.7203446653,-79.43740855,Cafe Plus,Café,
320,Clanton Park,43.7419784331,-79.4463025758,Second Cup,Café,
322,Clanton Park,43.7419784331,-79.4463025758,Aroma Espresso Bar,Café,
324,Clanton Park,43.7419784331,-79.4463025758,7-Eleven,Convenience Store,
325,Clanton Park,43.7419784331,-79.4463025758,Michel's Bakery Café,Bakery,
326,Clanton Park,43.7419784331,-79.4463025758,espressamente illy,Café,
328,Clanton Park,43.7419784331,-79.4463025758,Chat One,Café,
329,Clanton Park,43.7419784331,-79.4463025758,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Café,
331,Clanton Park,43.7419784331,-79.4463025758,Pantry,Café,
332,Clanton Park,43.7419784331,-79.4463025758,Espressamante,Café,
334,Clanton Park,43.7419784331,-79.4463025758,Provisions On Demand,Café,
335,Clanton Park,43.7419784331,-79.4463025758,Colette Grand Cafe,Café,
336,Clanton Park,43.7419784331,-79.4463025758,Cafe By Kwin,Café,
337,Clanton Park,43.7419784331,-79.4463025758,Foodwares Cafe,Café,
338,Clanton Park,43.7419784331,-79.4463025758,Ebar,Café,
339,Clanton Park,43.7419784331,-79.4463025758,King Cafe,Café,
340,Clanton Park,43.7419784331,-79.4463025758,The Nosh,Restaurant,
341,Clanton Park,43.7419784331,-79.4463025758,Dairy Treats,Restaurant,
345,Bathurst Manor,43.7648133077,-79.4560551588,Coffee Time,Café,
346,Bathurst Manor,43.7648133077,-79.4560551588,Soup Kettle,Café,
347,Bathurst Manor,43.7648133077,-79.4560551588,Provisions On Demand,Café,
348,Bathurst Manor,43.7648133077,-79.4560551588,Cafe By Kwin,Café,
349,Bathurst Manor,43.7648133077,-79.4560551588,Deli Break,Café,
350,Bathurst Manor,43.7648133077,-79.4560551588,Jorgy's Cafe,Café,
351,Westminster-Branson,43.7788132165,-79.4524182256,Canephora Cafe,Coffee Shop,
353,Westminster-Branson,43.7788132165,-79.4524182256,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Café,
354,Westminster-Branson,43.7788132165,-79.4524182256,Coffee Time,Café,
356,Westminster-Branson,43.7788132165,-79.4524182256,Jorgy's Cafe,Café,
359,Newtonbrook West,43.7858299384,-79.4314215112,Cafe Login,Café,
360,Newtonbrook West,43.7858299384,-79.4314215112,Canephora Cafe,Coffee Shop,
361,Newtonbrook West,43.7858299384,-79.4314215112,Soul Cafe,Café,
362,Newtonbrook West,43.7858299384,-79.4314215112,The Cups,Café,
363,Newtonbrook West,43.7858299384,-79.4314215112,lunch,Café,
364,Newtonbrook West,43.7858299384,-79.4314215112,Orange Caramel,Café,
365,Newtonbrook West,43.7858299384,-79.4314215112,Red Rose Pâtisserie,Café,
366,Newtonbrook West,43.7858299384,-79.4314215112,Redbean Waffle House,Café,
367,Newtonbrook West,43.7858299384,-79.4314215112,Dolce Camerata Dessert,Café,
369,Newtonbrook West,43.7858299384,-79.4314215112,Cappriccio,Café,
370,Newtonbrook West,43.7858299384,-79.4314215112,Rothem Tree,Café,
371,Newtonbrook West,43.7858299384,-79.4314215112,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Café,
372,Newtonbrook West,43.7858299384,-79.4314215112,B.B. Cafe,Café,
373,Newtonbrook West,43.7858299384,-79.4314215112,shirini bibi,Café,
374,Newtonbrook West,43.7858299384,-79.4314215112,Royal Tea,Tea Room,
375,Newtonbrook West,43.7858299384,-79.4314215112,Sobda,Café,
376,Newtonbrook West,43.7858299384,-79.4314215112,Negin Bakery,Café,
377,Newtonbrook West,43.7858299384,-79.4314215112,Domi Café,Café,
378,Newtonbrook West,43.7858299384,-79.4314215112,Soban Cafe,Asian Restaurant,
379,Newtonbrook West,43.7858299384,-79.4314215112,Crepes and Honey,Coffee Shop,
380,Newtonbrook West,43.7858299384,-79.4314215112,Two Nine Tea,Bubble Tea Shop,
381,Newtonbrook West,43.7858299384,-79.4314215112,Brioche Dorée,Café,
384,Willowdale West,43.771210491800005,-79.4275578,Aroma Espresso Bar,Café,
385,Willowdale West,43.771210491800005,-79.4275578,Canephora Cafe,Coffee Shop,
386,Willowdale West,43.771210491800005,-79.4275578,Soul Cafe,Café,
387,Willowdale West,43.771210491800005,-79.4275578,Java Joe's,Café,
389,Willowdale West,43.771210491800005,-79.4275578,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Café,
390,Willowdale West,43.771210491800005,-79.4275578,WFM Coffee Bar,Coffee Shop,
391,Willowdale West,43.771210491800005,-79.4275578,lunch,Café,
392,Willowdale West,43.771210491800005,-79.4275578,Orange Caramel,Café,
393,Willowdale West,43.771210491800005,-79.4275578,Little Nicky's,Café,
394,Willowdale West,43.771210491800005,-79.4275578,Second Cup,Coffee Shop,
395,Willowdale West,43.771210491800005,-79.4275578,Second Cup,Café,
397,Willowdale West,43.771210491800005,-79.4275578,Soul Cafe,Dessert Shop,
398,Willowdale West,43.771210491800005,-79.4275578,Paint Lounge (Toronto West location),Café,
399,Willowdale West,43.771210491800005,-79.4275578,Starbucks Canada Corporate Office,Business Center,
401,Willowdale West,43.771210491800005,-79.4275578,Cappriccio,Café,
402,Willowdale West,43.771210491800005,-79.4275578,Delimark Cafe,Café,
403,Willowdale West,43.771210491800005,-79.4275578,Rothem Tree,Café,
404,Willowdale West,43.771210491800005,-79.4275578,Saryo,Café,
405,Willowdale West,43.771210491800005,-79.4275578,Centre Cafe,Café,
406,Willowdale West,43.771210491800005,-79.4275578,Royal Tea,Tea Room,
407,Willowdale West,43.771210491800005,-79.4275578,Sobda,Café,
408,Willowdale West,43.771210491800005,-79.4275578,Cafe Palma,Café,
409,Willowdale West,43.771210491800005,-79.4275578,Hollywood Bistro,Café,
410,Willowdale West,43.771210491800005,-79.4275578,Domi Café,Café,
411,Willowdale West,43.771210491800005,-79.4275578,Brie Fondue,Café,
412,Willowdale West,43.771210491800005,-79.4275578,Oliva,Café,
414,Willowdale West,43.771210491800005,-79.4275578,Soban Cafe,Asian Restaurant,
415,Willowdale West,43.771210491800005,-79.4275578,Silo 13,Café,
416,Willowdale West,43.771210491800005,-79.4275578,N°9 Cafe,Café,
