,Neighbourhood,Neighbourhood Longitude,Neighbourhood Latitude,Venue,Venue Category,Unnamed: 0
1789,Kensington-Chinatown,43.653554131599996,-79.3972398768,Bannock,Restaurant,
1790,Kensington-Chinatown,43.653554131599996,-79.3972398768,French Made,Café,
1791,Kensington-Chinatown,43.653554131599996,-79.3972398768,Early Bird Espresso & Brew Bar,Café,
1792,Kensington-Chinatown,43.653554131599996,-79.3972398768,Aroma Espresso Bar,Café,
1793,Kensington-Chinatown,43.653554131599996,-79.3972398768,COPS,Donut Shop,
1795,Kensington-Chinatown,43.653554131599996,-79.3972398768,Kung-Fu Tea 手作功夫茶,Bubble Tea Shop,
1796,Kensington-Chinatown,43.653554131599996,-79.3972398768,Victoria's Restaurant,Restaurant,
1797,Kensington-Chinatown,43.653554131599996,-79.3972398768,White Squirrel,Café,
1805,University,43.6625062026,-79.401179748,Fresh On Spadina,Vegetarian / Vegan Restaurant,
1806,University,43.6625062026,-79.401179748,Nespresso Boutique - Bar,Coffee Shop,
1809,University,43.6625062026,-79.401179748,Rooster Coffee House,Coffee Shop,
1812,University,43.6625062026,-79.401179748,Quantum Coffee,Coffee Shop,
1813,University,43.6625062026,-79.401179748,Wanda's Pie in the Sky,Bakery,
1815,University,43.6625062026,-79.401179748,Strange Love,Coffee Shop,
1817,University,43.6625062026,-79.401179748,The Tampered Press,Coffee Shop,
1819,University,43.6625062026,-79.401179748,Le Gourmand Café,Café,
1820,University,43.6625062026,-79.401179748,Coco Espresso Bar,Café,
1825,University,43.6625062026,-79.401179748,Wish,Restaurant,
1826,University,43.6625062026,-79.401179748,Manic Coffee,Café,
1827,University,43.6625062026,-79.401179748,Black Camel,BBQ Joint,
1828,University,43.6625062026,-79.401179748,Ezra's Pound,Café,
1829,University,43.6625062026,-79.401179748,Soufi's,Middle Eastern Restaurant,
1830,University,43.6625062026,-79.401179748,Impact Kitchen,Café,
1831,University,43.6625062026,-79.401179748,Agenda,Café,
1833,University,43.6625062026,-79.401179748,The Moonbean Cafe,Café,
1834,University,43.6625062026,-79.401179748,Voodoo Child,Café,
1835,University,43.6625062026,-79.401179748,Bannock,Restaurant,
1836,University,43.6625062026,-79.401179748,Church Street Espresso,Café,
1837,University,43.6625062026,-79.401179748,Early Bird Espresso & Brew Bar,Café,
1838,University,43.6625062026,-79.401179748,Aroma Espresso Bar,Café,
1839,University,43.6625062026,-79.401179748,5 Elements Espresso,Café,
1840,University,43.6625062026,-79.401179748,COPS,Donut Shop,
1842,University,43.6625062026,-79.401179748,Kung-Fu Tea 手作功夫茶,Bubble Tea Shop,
1843,University,43.6625062026,-79.401179748,Jimmy's Coffee,Café,
1844,University,43.6625062026,-79.401179748,Letao,Dessert Shop,
1846,University,43.6625062026,-79.401179748,Casa Loma Liberty Caffé,Café,
1847,University,43.6625062026,-79.401179748,Tokyo Smoke,Coffee Shop,
1848,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Filosophy,Café,
1851,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Dark Horse Espresso Bar,Coffee Shop,
1853,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Wanda's Pie in the Sky,Bakery,
1854,Palmerston-Little Italy,43.6591571037,-79.41840872739999,E.L. Ruddy Co. Cafe,Vegetarian / Vegan Restaurant,
1855,Palmerston-Little Italy,43.6591571037,-79.41840872739999,The Tampered Press,Coffee Shop,
1857,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Manic Coffee,Café,
1858,Palmerston-Little Italy,43.6591571037,-79.41840872739999,OMG On The Park,Café,
1859,Palmerston-Little Italy,43.6591571037,-79.41840872739999,The Beaver Café,Café,
1860,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Soufi's,Middle Eastern Restaurant,
1862,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Agenda,Café,
1863,Palmerston-Little Italy,43.6591571037,-79.41840872739999,The Moonbean Cafe,Café,
1864,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Field Trip Cafe,Café,
1865,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Rosie Robin A Touch Of Convenience,Café,
1866,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Voodoo Child,Café,
1867,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Early Bird Espresso & Brew Bar,Café,
1869,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Kung-Fu Tea 手作功夫茶,Bubble Tea Shop,
1870,Palmerston-Little Italy,43.6591571037,-79.41840872739999,White Squirrel,Café,
1871,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Jimmy's Coffee,Café,
1872,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Letao,Dessert Shop,
1875,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Dlish Cupcakes,Cupcake Shop,
1876,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Safehouse Coffee,Café,
1877,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Sweet Hart Kitchen,Dessert Shop,
1879,Palmerston-Little Italy,43.6591571037,-79.41840872739999,The Maker Bean,Café,
1880,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Dufflet Pastries,Dessert Shop,
1881,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Snakes & Lattes,Café,
1882,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Wallace Espresso,Coffee Shop,
1883,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Contra Cafe,Café,
1884,Palmerston-Little Italy,43.6591571037,-79.41840872739999,The Great Hall,Event Space,
1885,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Café Pamenar,Café,
1887,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Nescafé Dulce Gusto Pop-Up Café,Café,
1889,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Cafe Neon,Café,
1890,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Thrive Organic Kitchen & Café,Café,
1891,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Bampot,Café,
1892,Palmerston-Little Italy,43.6591571037,-79.41840872739999,La Prep,Café,
1893,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Second Cup,Café,
1894,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Full Of Beans,Coffee Shop,
1895,Palmerston-Little Italy,43.6591571037,-79.41840872739999,The Espresso Institute,Café,
1896,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Aspetta Caffe,Café,
1897,Palmerston-Little Italy,43.6591571037,-79.41840872739999,Art House Toronto,Art Studio,
1898,Trinity-Bellwoods,43.6501763,-79.4153421634,Filosophy,Café,
1900,Trinity-Bellwoods,43.6501763,-79.4153421634,Fresh On Spadina,Vegetarian / Vegan Restaurant,
1905,Trinity-Bellwoods,43.6501763,-79.4153421634,Quantum Coffee,Coffee Shop,
1906,Trinity-Bellwoods,43.6501763,-79.4153421634,Wanda's Pie in the Sky,Bakery,
1907,Trinity-Bellwoods,43.6501763,-79.4153421634,E.L. Ruddy Co. Cafe,Vegetarian / Vegan Restaurant,
1908,Trinity-Bellwoods,43.6501763,-79.4153421634,Strange Love,Coffee Shop,
1910,Trinity-Bellwoods,43.6501763,-79.4153421634,The Tampered Press,Coffee Shop,
1911,Trinity-Bellwoods,43.6501763,-79.4153421634,Simit & Chai Co.,Bakery,
1913,Trinity-Bellwoods,43.6501763,-79.4153421634,Le Gourmand Café,Café,
1915,Trinity-Bellwoods,43.6501763,-79.4153421634,Manic Coffee,Café,
1916,Trinity-Bellwoods,43.6501763,-79.4153421634,OMG On The Park,Café,
1917,Trinity-Bellwoods,43.6501763,-79.4153421634,The Beaver Café,Café,
1918,Trinity-Bellwoods,43.6501763,-79.4153421634,Soufi's,Middle Eastern Restaurant,
1919,Trinity-Bellwoods,43.6501763,-79.4153421634,Impact Kitchen,Café,
1921,Trinity-Bellwoods,43.6501763,-79.4153421634,Agenda,Café,
1923,Trinity-Bellwoods,43.6501763,-79.4153421634,The Moonbean Cafe,Café,
1924,Trinity-Bellwoods,43.6501763,-79.4153421634,Field Trip Cafe,Café,
1925,Trinity-Bellwoods,43.6501763,-79.4153421634,Voodoo Child,Café,
1926,Trinity-Bellwoods,43.6501763,-79.4153421634,French Made,Café,
1927,Trinity-Bellwoods,43.6501763,-79.4153421634,Early Bird Espresso & Brew Bar,Café,
1929,Trinity-Bellwoods,43.6501763,-79.4153421634,COPS,Donut Shop,
1930,Trinity-Bellwoods,43.6501763,-79.4153421634,Kung-Fu Tea 手作功夫茶,Bubble Tea Shop,
1931,Trinity-Bellwoods,43.6501763,-79.4153421634,White Squirrel,Café,
1932,Trinity-Bellwoods,43.6501763,-79.4153421634,Jimmy's Coffee,Café,
1933,Trinity-Bellwoods,43.6501763,-79.4153421634,Letao,Dessert Shop,
1936,Trinity-Bellwoods,43.6501763,-79.4153421634,Dlish Cupcakes,Cupcake Shop,
1937,Trinity-Bellwoods,43.6501763,-79.4153421634,Safehouse Coffee,Café,
1938,Trinity-Bellwoods,43.6501763,-79.4153421634,Sweet Hart Kitchen,Dessert Shop,
1939,Trinity-Bellwoods,43.6501763,-79.4153421634,Jimmy’s Coffee,Coffee Shop,
1940,Trinity-Bellwoods,43.6501763,-79.4153421634,The Maker Bean,Café,
1942,Trinity-Bellwoods,43.6501763,-79.4153421634,Dufflet Pastries,Dessert Shop,
1943,Trinity-Bellwoods,43.6501763,-79.4153421634,Snakes & Lattes,Café,
1944,Trinity-Bellwoods,43.6501763,-79.4153421634,Wallace Espresso,Coffee Shop,
1945,Trinity-Bellwoods,43.6501763,-79.4153421634,The Great Hall,Event Space,
1946,Trinity-Bellwoods,43.6501763,-79.4153421634,Balzac's Coffee,Coffee Shop,
1947,Trinity-Bellwoods,43.6501763,-79.4153421634,Parisco Cafe,Café,
1949,Niagara,43.6366808791,-79.412420401,Fresh On Spadina,Vegetarian / Vegan Restaurant,
1952,Niagara,43.6366808791,-79.412420401,touti gelati and café,Café,
1954,Niagara,43.6366808791,-79.412420401,The National Yacht Club,Harbor / Marina,
1956,Niagara,43.6366808791,-79.412420401,Quantum Coffee,Coffee Shop,
1957,Niagara,43.6366808791,-79.412420401,E.L. Ruddy Co. Cafe,Vegetarian / Vegan Restaurant,
1958,Niagara,43.6366808791,-79.412420401,Strange Love,Coffee Shop,
1960,Niagara,43.6366808791,-79.412420401,The Tampered Press,Coffee Shop,
1961,Niagara,43.6366808791,-79.412420401,Simit & Chai Co.,Bakery,
1963,Niagara,43.6366808791,-79.412420401,Le Gourmand Café,Café,
1964,Niagara,43.6366808791,-79.412420401,OMG On The Park,Café,
1965,Niagara,43.6366808791,-79.412420401,The Beaver Café,Café,
1966,Niagara,43.6366808791,-79.412420401,Soufi's,Middle Eastern Restaurant,
1967,Niagara,43.6366808791,-79.412420401,Impact Kitchen,Café,
1970,Niagara,43.6366808791,-79.412420401,French Made,Café,
1971,Niagara,43.6366808791,-79.412420401,Early Bird Espresso & Brew Bar,Café,
1973,Niagara,43.6366808791,-79.412420401,COPS,Donut Shop,
1974,Niagara,43.6366808791,-79.412420401,White Squirrel,Café,
1975,Niagara,43.6366808791,-79.412420401,Dlish Cupcakes,Cupcake Shop,
1976,Niagara,43.6366808791,-79.412420401,Sweet Hart Kitchen,Dessert Shop,
1977,Niagara,43.6366808791,-79.412420401,Jimmy’s Coffee,Coffee Shop,
1979,Niagara,43.6366808791,-79.412420401,Dufflet Pastries,Dessert Shop,
1980,Niagara,43.6366808791,-79.412420401,Wallace Espresso,Coffee Shop,
1981,Niagara,43.6366808791,-79.412420401,The Great Hall,Event Space,
1982,Niagara,43.6366808791,-79.412420401,Balzac's Coffee,Coffee Shop,
1983,Niagara,43.6366808791,-79.412420401,Parisco Cafe,Café,
1985,Niagara,43.6366808791,-79.412420401,Nescafé Coffee Taproom,Café,
1986,Niagara,43.6366808791,-79.412420401,Cafe Neon,Café,
1987,Niagara,43.6366808791,-79.412420401,Aroma Espresso Bar,Café,
1988,Niagara,43.6366808791,-79.412420401,Cafe Oretta,Café,
1989,Niagara,43.6366808791,-79.412420401,Cafe Shu,Juice Bar,
1990,Niagara,43.6366808791,-79.412420401,Moretti Caffe,Café,
1991,Niagara,43.6366808791,-79.412420401,La Prep,Café,
1992,Niagara,43.6366808791,-79.412420401,Second Cup,Café,
1993,Niagara,43.6366808791,-79.412420401,Full Of Beans,Coffee Shop,
1994,Niagara,43.6366808791,-79.412420401,The Espresso Institute,Café,
1995,Niagara,43.6366808791,-79.412420401,Tuti Gelato,Café,
1997,Niagara,43.6366808791,-79.412420401,Uma Cafe,Café,
1998,Dufferin Grove,43.6554283326,-79.4373410365,Filosophy,Café,
1999,Dufferin Grove,43.6554283326,-79.4373410365,Mattachioni,Café,
2000,Dufferin Grove,43.6554283326,-79.4373410365,Dark Horse Espresso Bar,Coffee Shop,
2001,Dufferin Grove,43.6554283326,-79.4373410365,E.L. Ruddy Co. Cafe,Vegetarian / Vegan Restaurant,
2002,Dufferin Grove,43.6554283326,-79.4373410365,The Tampered Press,Coffee Shop,
2003,Dufferin Grove,43.6554283326,-79.4373410365,The Merseyside,Café,
2004,Dufferin Grove,43.6554283326,-79.4373410365,Hale Coffee,Coffee Shop,
2006,Dufferin Grove,43.6554283326,-79.4373410365,OMG On The Park,Café,
2007,Dufferin Grove,43.6554283326,-79.4373410365,The Beaver Café,Café,
2008,Dufferin Grove,43.6554283326,-79.4373410365,7-Eleven,Convenience Store,
2009,Dufferin Grove,43.6554283326,-79.4373410365,Agenda,Café,
2010,Dufferin Grove,43.6554283326,-79.4373410365,Field Trip Cafe,Café,
2011,Dufferin Grove,43.6554283326,-79.4373410365,Rosie Robin A Touch Of Convenience,Café,
2013,Dufferin Grove,43.6554283326,-79.4373410365,Balzac’s Coffee,Coffee Shop,
2015,Dufferin Grove,43.6554283326,-79.4373410365,Safehouse Coffee,Café,
2016,Dufferin Grove,43.6554283326,-79.4373410365,Baguette & Co,Café,
2018,Dufferin Grove,43.6554283326,-79.4373410365,Noble Coffee Co.,Café,
2019,Dufferin Grove,43.6554283326,-79.4373410365,The Maker Bean,Café,
2021,Dufferin Grove,43.6554283326,-79.4373410365,Contra Cafe,Café,
2022,Dufferin Grove,43.6554283326,-79.4373410365,The Great Hall,Event Space,
2023,Dufferin Grove,43.6554283326,-79.4373410365,Mitzi's Cafe,Café,
2024,Dufferin Grove,43.6554283326,-79.4373410365,Paris Bakery,Bakery,
2025,Dufferin Grove,43.6554283326,-79.4373410365,The Sterling Social,Café,
2026,Dufferin Grove,43.6554283326,-79.4373410365,Cafe Neon,Café,
2027,Dufferin Grove,43.6554283326,-79.4373410365,Alt. Grounds Patio,Café,
2028,Dufferin Grove,43.6554283326,-79.4373410365,Fantail,Café,
2029,Dufferin Grove,43.6554283326,-79.4373410365,Full Of Beans,Coffee Shop,
2030,Dufferin Grove,43.6554283326,-79.4373410365,Art House Toronto,Art Studio,
2031,Dufferin Grove,43.6554283326,-79.4373410365,Presse Cafe,Café,
2032,Dufferin Grove,43.6554283326,-79.4373410365,Loft Kitchen,Café,
2035,Dufferin Grove,43.6554283326,-79.4373410365,Dundas General Store,Café,
2036,Dufferin Grove,43.6554283326,-79.4373410365,Ella's Uncle,Café,
2037,Dufferin Grove,43.6554283326,-79.4373410365,Yak Cafe,Café,
2038,Dufferin Grove,43.6554283326,-79.4373410365,United Coffee,Café,
2039,Dufferin Grove,43.6554283326,-79.4373410365,Sicilian Sidewalk Cafe,Café,
2040,Dufferin Grove,43.6554283326,-79.4373410365,Bloomer's,Café,
2041,Dufferin Grove,43.6554283326,-79.4373410365,Fit & Sweet,Café,
2042,Dufferin Grove,43.6554283326,-79.4373410365,Koffee Kween,Café,
2043,Dufferin Grove,43.6554283326,-79.4373410365,ZeZe,Café,
2044,Dufferin Grove,43.6554283326,-79.4373410365,Propeller Coffee Co.,Café,
2045,Dufferin Grove,43.6554283326,-79.4373410365,Tostado Cafe,Café,
2046,Dufferin Grove,43.6554283326,-79.4373410365,O Nossa Casa,Café,
2047,Dufferin Grove,43.6554283326,-79.4373410365,Barocco X Nino,Café,
2048,Little Portugal,43.6475359304,-79.4303227131,Filosophy,Café,
2053,Little Portugal,43.6475359304,-79.4303227131,E.L. Ruddy Co. Cafe,Vegetarian / Vegan Restaurant,
2054,Little Portugal,43.6475359304,-79.4303227131,The Tampered Press,Coffee Shop,
2055,Little Portugal,43.6475359304,-79.4303227131,Simit & Chai Co.,Bakery,
2057,Little Portugal,43.6475359304,-79.4303227131,OMG On The Park,Café,
2058,Little Portugal,43.6475359304,-79.4303227131,The Beaver Café,Café,
2059,Little Portugal,43.6475359304,-79.4303227131,Soufi's,Middle Eastern Restaurant,
2061,Little Portugal,43.6475359304,-79.4303227131,Agenda,Café,
2062,Little Portugal,43.6475359304,-79.4303227131,Field Trip Cafe,Café,
2063,Little Portugal,43.6475359304,-79.4303227131,Rosie Robin A Touch Of Convenience,Café,
2065,Little Portugal,43.6475359304,-79.4303227131,White Squirrel,Café,
2067,Little Portugal,43.6475359304,-79.4303227131,Dlish Cupcakes,Cupcake Shop,
2068,Little Portugal,43.6475359304,-79.4303227131,Safehouse Coffee,Café,
2070,Little Portugal,43.6475359304,-79.4303227131,Noble Coffee Co.,Café,
2071,Little Portugal,43.6475359304,-79.4303227131,The Maker Bean,Café,
2073,Little Portugal,43.6475359304,-79.4303227131,Dufflet Pastries,Dessert Shop,
2074,Little Portugal,43.6475359304,-79.4303227131,Snakes & Lattes,Café,
2075,Little Portugal,43.6475359304,-79.4303227131,Wallace Espresso,Coffee Shop,
2076,Little Portugal,43.6475359304,-79.4303227131,The Great Hall,Event Space,
2077,Little Portugal,43.6475359304,-79.4303227131,Balzac's Coffee,Coffee Shop,
2078,Little Portugal,43.6475359304,-79.4303227131,Mitzi's Cafe,Café,
2080,Little Portugal,43.6475359304,-79.4303227131,The Sterling Social,Café,
2081,Little Portugal,43.6475359304,-79.4303227131,Cafe Neon,Café,
2082,Little Portugal,43.6475359304,-79.4303227131,Aroma Espresso Bar,Café,
2083,Little Portugal,43.6475359304,-79.4303227131,Alt. Grounds Patio,Café,
2084,Little Portugal,43.6475359304,-79.4303227131,Fantail,Café,
2085,Little Portugal,43.6475359304,-79.4303227131,La Prep,Café,
2086,Little Portugal,43.6475359304,-79.4303227131,Full Of Beans,Coffee Shop,
2087,Little Portugal,43.6475359304,-79.4303227131,The Espresso Institute,Café,
2088,Little Portugal,43.6475359304,-79.4303227131,Art House Toronto,Art Studio,
2089,Little Portugal,43.6475359304,-79.4303227131,Presse Cafe,Café,
2090,Little Portugal,43.6475359304,-79.4303227131,Loft Kitchen,Café,
2092,Little Portugal,43.6475359304,-79.4303227131,Uma Cafe,Café,
2094,Little Portugal,43.6475359304,-79.4303227131,Loftea,Café,
2095,Little Portugal,43.6475359304,-79.4303227131,Dundas General Store,Café,
2096,Little Portugal,43.6475359304,-79.4303227131,The Abbott,Café,
2097,Little Portugal,43.6475359304,-79.4303227131,Joker Cafe,Café,
2099,South Parkdale,43.6366995242,-79.43933783119998,E.L. Ruddy Co. Cafe,Vegetarian / Vegan Restaurant,
2100,South Parkdale,43.6366995242,-79.43933783119998,OMG On The Park,Café,
2101,South Parkdale,43.6366995242,-79.43933783119998,The Beaver Café,Café,
2102,South Parkdale,43.6366995242,-79.43933783119998,7-Eleven,Convenience Store,
2104,South Parkdale,43.6366995242,-79.43933783119998,Safehouse Coffee,Café,
2105,South Parkdale,43.6366995242,-79.43933783119998,Sunnyside Pavilion Cafe,Café,
2107,South Parkdale,43.6366995242,-79.43933783119998,The Great Hall,Event Space,
2108,South Parkdale,43.6366995242,-79.43933783119998,Balzac's Coffee,Coffee Shop,
2109,South Parkdale,43.6366995242,-79.43933783119998,Mitzi's Cafe,Café,
2111,South Parkdale,43.6366995242,-79.43933783119998,Cafe Neon,Café,
2112,South Parkdale,43.6366995242,-79.43933783119998,Aroma Espresso Bar,Café,
2113,South Parkdale,43.6366995242,-79.43933783119998,Alt. Grounds Patio,Café,
2114,South Parkdale,43.6366995242,-79.43933783119998,Fantail,Café,
2115,South Parkdale,43.6366995242,-79.43933783119998,Full Of Beans,Coffee Shop,
2117,South Parkdale,43.6366995242,-79.43933783119998,Uma Cafe,Café,
2118,South Parkdale,43.6366995242,-79.43933783119998,Dundas General Store,Café,
2119,South Parkdale,43.6366995242,-79.43933783119998,The Abbott,Café,
2120,South Parkdale,43.6366995242,-79.43933783119998,Joker Cafe,Café,
2121,South Parkdale,43.6366995242,-79.43933783119998,Yak Cafe,Café,
2122,South Parkdale,43.6366995242,-79.43933783119998,Koffee Kween,Café,
2123,South Parkdale,43.6366995242,-79.43933783119998,ZeZe,Café,
2124,South Parkdale,43.6366995242,-79.43933783119998,O Nossa Casa,Café,
2125,South Parkdale,43.6366995242,-79.43933783119998,Lupara,Café,
2126,South Parkdale,43.6366995242,-79.43933783119998,Barista Espresso Bar,Café,
2127,South Parkdale,43.6366995242,-79.43933783119998,El Almacen Yerba Mate Cafe + Gallery,Café,
2128,South Parkdale,43.6366995242,-79.43933783119998,The Shed,Café,
2129,South Parkdale,43.6366995242,-79.43933783119998,Garden Gangsters,Café,
2130,South Parkdale,43.6366995242,-79.43933783119998,The Roastery Cafe,Café,
2131,South Parkdale,43.6366995242,-79.43933783119998,Wandering Bean Coffee,Café,
2132,South Parkdale,43.6366995242,-79.43933783119998,Hitching Ring Café and Bar,Café,
2133,South Parkdale,43.6366995242,-79.43933783119998,Fix,Café,
2134,South Parkdale,43.6366995242,-79.43933783119998,Four Stars Cafe,Café,
2135,South Parkdale,43.6366995242,-79.43933783119998,Lakeside Café,Café,
2136,South Parkdale,43.6366995242,-79.43933783119998,Crepe & Co.,Café,
2137,South Parkdale,43.6366995242,-79.43933783119998,The Loveless,Café,
2138,South Parkdale,43.6366995242,-79.43933783119998,La la Bistro,Café,
2139,South Parkdale,43.6366995242,-79.43933783119998,Downstairs Coffee Machine,Café,
2140,South Parkdale,43.6366995242,-79.43933783119998,The Gourmet,Food & Drink Shop,
2141,South Parkdale,43.6366995242,-79.43933783119998,Second Cup Coffee Co. featuring Pinkberry Frozen Yogurt,Café,
2142,South Parkdale,43.6366995242,-79.43933783119998,Capital Espresso And Pastries,Café,
2143,South Parkdale,43.6366995242,-79.43933783119998,Side Streets,Café,
2144,South Parkdale,43.6366995242,-79.43933783119998,Live Organic Food Bar And Ezra's Pound,Café,
2145,South Parkdale,43.6366995242,-79.43933783119998,Jason's Coffee Shop,Café,
2146,South Parkdale,43.6366995242,-79.43933783119998,Golden cafe,Café,
2147,South Parkdale,43.6366995242,-79.43933783119998,BevLab,Café,
2149,Roncesvalles,43.646122994399995,-79.4429924472,E.L. Ruddy Co. Cafe,Vegetarian / Vegan Restaurant,
2150,Roncesvalles,43.646122994399995,-79.4429924472,The Merseyside,Café,
2152,Roncesvalles,43.646122994399995,-79.4429924472,OMG On The Park,Café,
2153,Roncesvalles,43.646122994399995,-79.4429924472,The Beaver Café,Café,
2154,Roncesvalles,43.646122994399995,-79.4429924472,7-Eleven,Convenience Store,
2155,Roncesvalles,43.646122994399995,-79.4429924472,The Grenadier Restaurant,Café,
2156,Roncesvalles,43.646122994399995,-79.4429924472,Field Trip Cafe,Café,
2157,Roncesvalles,43.646122994399995,-79.4429924472,Rosie Robin A Touch Of Convenience,Café,
2158,Roncesvalles,43.646122994399995,-79.4429924472,Hannah's Cafe,Café,
2161,Roncesvalles,43.646122994399995,-79.4429924472,Safehouse Coffee,Café,
2162,Roncesvalles,43.646122994399995,-79.4429924472,Sunnyside Pavilion Cafe,Café,
2164,Roncesvalles,43.646122994399995,-79.4429924472,Noble Coffee Co.,Café,
2165,Roncesvalles,43.646122994399995,-79.4429924472,The Maker Bean,Café,
2167,Roncesvalles,43.646122994399995,-79.4429924472,The Great Hall,Event Space,
2168,Roncesvalles,43.646122994399995,-79.4429924472,Mitzi's Cafe,Café,
2169,Roncesvalles,43.646122994399995,-79.4429924472,Paris Bakery,Bakery,
2170,Roncesvalles,43.646122994399995,-79.4429924472,The Sterling Social,Café,
2171,Roncesvalles,43.646122994399995,-79.4429924472,Cafe Neon,Café,
2172,Roncesvalles,43.646122994399995,-79.4429924472,Alt. Grounds Patio,Café,
2173,Roncesvalles,43.646122994399995,-79.4429924472,Fantail,Café,
2174,Roncesvalles,43.646122994399995,-79.4429924472,Full Of Beans,Coffee Shop,
2175,Roncesvalles,43.646122994399995,-79.4429924472,Art House Toronto,Art Studio,
2177,Roncesvalles,43.646122994399995,-79.4429924472,Uma Cafe,Café,
2179,Roncesvalles,43.646122994399995,-79.4429924472,Dundas General Store,Café,
2180,Roncesvalles,43.646122994399995,-79.4429924472,The Abbott,Café,
2181,Roncesvalles,43.646122994399995,-79.4429924472,Joker Cafe,Café,
2182,Roncesvalles,43.646122994399995,-79.4429924472,Yak Cafe,Café,
2183,Roncesvalles,43.646122994399995,-79.4429924472,United Coffee,Café,
2184,Roncesvalles,43.646122994399995,-79.4429924472,Fit & Sweet,Café,
2185,Roncesvalles,43.646122994399995,-79.4429924472,Koffee Kween,Café,
2186,Roncesvalles,43.646122994399995,-79.4429924472,ZeZe,Café,
2187,Roncesvalles,43.646122994399995,-79.4429924472,Propeller Coffee Co.,Café,
2188,Roncesvalles,43.646122994399995,-79.4429924472,O Nossa Casa,Café,
2189,Roncesvalles,43.646122994399995,-79.4429924472,Barocco X Nino,Café,
2190,Roncesvalles,43.646122994399995,-79.4429924472,Forno Cultura,Café,
2191,Roncesvalles,43.646122994399995,-79.4429924472,Pepper's Café,Café,
2192,Roncesvalles,43.646122994399995,-79.4429924472,Lupara,Café,
2193,Roncesvalles,43.646122994399995,-79.4429924472,Grey Tiger,Cocktail Bar,
2194,Roncesvalles,43.646122994399995,-79.4429924472,El Almacen Yerba Mate Cafe + Gallery,Café,
2195,Roncesvalles,43.646122994399995,-79.4429924472,Tastytreats Company,Café,
2196,Roncesvalles,43.646122994399995,-79.4429924472,The Roastery Cafe,Café,
2197,Roncesvalles,43.646122994399995,-79.4429924472,Janelle’s Kitchen,Café,
2198,High Park-Swansea,43.6450645834,-79.46787222430001,Zaza Espresso Bar & Gelato,Café,
2199,High Park-Swansea,43.6450645834,-79.46787222430001,The Good Neighbour,Café,
2200,High Park-Swansea,43.6450645834,-79.46787222430001,The Merseyside,Café,
2201,High Park-Swansea,43.6450645834,-79.46787222430001,The Grenadier Restaurant,Café,
2202,High Park-Swansea,43.6450645834,-79.46787222430001,Hannah's Cafe,Café,
2203,High Park-Swansea,43.6450645834,-79.46787222430001,Sunnyside Pavilion Cafe,Café,
2206,High Park-Swansea,43.6450645834,-79.46787222430001,Golden Gecko Coffee,Café,
2207,High Park-Swansea,43.6450645834,-79.46787222430001,Baka Gallery Cafe,Café,
2208,High Park-Swansea,43.6450645834,-79.46787222430001,Alt. Grounds Patio,Café,
2209,High Park-Swansea,43.6450645834,-79.46787222430001,Fantail,Café,
2210,High Park-Swansea,43.6450645834,-79.46787222430001,Java Joe's,Café,
2211,High Park-Swansea,43.6450645834,-79.46787222430001,The Archtop Cafe,Café,
2212,High Park-Swansea,43.6450645834,-79.46787222430001,Coffee Tree Roastery,Café,
2213,High Park-Swansea,43.6450645834,-79.46787222430001,Brioche Dorée,Café,
2214,High Park-Swansea,43.6450645834,-79.46787222430001,Timothy's World Coffee,Coffee Shop,
2215,High Park-Swansea,43.6450645834,-79.46787222430001,Lakeside Café,Café,
2216,High Park-Swansea,43.6450645834,-79.46787222430001,7-Eleven,Convenience Store,
2217,High Park-Swansea,43.6450645834,-79.46787222430001,La la Bistro,Café,
2218,High Park-Swansea,43.6450645834,-79.46787222430001,Sidewalk Juice Bar And Cafe,Café,
2220,High Park-Swansea,43.6450645834,-79.46787222430001,Crème Fraîche Market Cafe,Café,
